Column1,Column2,Column4,Column5,Column6,Column7,Column10,col11
9941,國泰航空,KIX,20240130,1115,230,1445,2177
10553,長榮航空,KIX,20240130,830,225,1155,2178
11002,中華航空,KIX,20240130,950,230,1320,2179
11002,中華航空,KIX,20240130,810,225,1135,2180
10553,長榮航空,KIX,20240130,630,225,955,2181
10375,中華航空,KIX,20240130,1420,225,1745,2182
7210,樂桃,KIX,20240130,1840,230,2210,2183
10553,長榮航空,KIX,20240130,1300,225,1625,2184
8010,樂桃,KIX,20240130,1425,230,1755,2185
12248,日本航空,KIX,20240130,1325,230,1655,2186
19665,日本航空,KIX,20240130,1325,230,1655,2187
23786,中華航空,KIX,20240130,810,225,1135,2188
23786,中華航空,KIX,20240130,1420,225,1745,2189
23786,中華航空,KIX,20240130,950,230,1320,2190
30194,長榮航空,KIX,20240130,1300,225,1625,2191
30194,長榮航空,KIX,20240130,830,225,1155,2192
30194,長榮航空,KIX,20240130,630,225,955,2193
6892,台灣虎航,KIX,20240131,1205,225,1530,2194
9226,國泰航空,KIX,20240131,1115,230,1445,2195
7862,馬印航空,KIX,20240131,715,220,1035,2196
8393,台灣虎航,KIX,20240131,700,225,1025,2197
10172,長榮航空,KIX,20240131,830,225,1155,2198
10172,長榮航空,KIX,20240131,630,225,955,2199
10172,長榮航空,KIX,20240131,1300,225,1625,2200
11140,長榮航空,KIX,20240131,830,225,1155,2201
10369,中華航空,KIX,20240131,1420,225,1745,2202
12167,STARLUX Airlines,KIX,20240131,740,230,1110,2203
11140,長榮航空,KIX,20240131,630,225,955,2204
7409,樂桃,KIX,20240131,1840,230,2210,2205
13078,STARLUX Airlines,KIX,20240131,920,230,1250,2206
10010,樂桃,KIX,20240131,1055,230,1425,2207
11140,長榮航空,KIX,20240131,1300,225,1625,2208
14517,中華航空,KIX,20240131,810,225,1135,2209
9010,樂桃,KIX,20240131,1425,230,1755,2210
17001,中華航空,KIX,20240131,950,230,1320,2211
23786,中華航空,KIX,20240131,1420,225,1745,2212
23786,中華航空,KIX,20240131,810,225,1135,2213
23786,中華航空,KIX,20240131,950,230,1320,2214
5692,Thai VietJet Air,KIX,20240201,750,225,1115,2215
7862,馬印航空,KIX,20240201,715,220,1035,2216
5810,樂桃,KIX,20240201,1840,230,2210,2217
8393,台灣虎航,KIX,20240201,700,225,1025,2218
9941,國泰航空,KIX,20240201,1115,230,1445,2219
8010,樂桃,KIX,20240201,1055,230,1425,2220
7210,樂桃,KIX,20240201,1425,230,1755,2221
12324,日本航空,KIX,20240201,1325,230,1655,2222
15513,中華航空,KIX,20240201,810,225,1135,2223
15513,中華航空,KIX,20240201,950,230,1320,2224
15481,STARLUX Airlines星宇航空,KIX,20240201,740,230,1110,2225
13974,中華航空,KIX,20240201,1420,225,1745,2226
14422,長榮航空,KIX,20240201,1300,225,1625,2227
17753,STARLUX Airlines星宇航空,KIX,20240201,920,230,1250,2228
19149,長榮航空,KIX,20240201,830,225,1155,2229
19665,日本航空,KIX,20240201,1325,230,1655,2230
22057,長榮航空,KIX,20240201,630,225,955,2231
23807,中華航空,KIX,20240201,810,225,1135,2232
23807,中華航空,KIX,20240201,1420,225,1745,2233
23807,中華航空,KIX,20240201,950,230,1320,2234
30634,長榮航空,KIX,20240201,1300,225,1625,2235
30634,長榮航空,KIX,20240201,830,225,1155,2236
30634,長榮航空,KIX,20240201,630,225,955,2237
5171,Thai VietJet Air,KIX,20240202,635,225,1000,2238
6773,馬印航空,KIX,20240202,715,220,1035,2239
6577,樂桃,KIX,20240202,1055,230,1425,2240
9226,國泰航空,KIX,20240202,1115,230,1445,2241
8393,台灣虎航,KIX,20240202,700,225,1025,2242
8393,台灣虎航,KIX,20240202,1205,225,1530,2243
7210,樂桃,KIX,20240202,1425,230,1755,2244
11496,長榮航空,KIX,20240202,630,225,955,2245
12448,中華航空,KIX,20240202,810,225,1135,2246
7210,樂桃,KIX,20240202,1840,230,2210,2247
13435,長榮航空,KIX,20240202,830,225,1155,2248
12324,日本航空,KIX,20240202,1325,230,1655,2249
15610,中華航空,KIX,20240202,950,230,1320,2250
15591,STARLUX Airlines星宇航空,KIX,20240202,740,230,1110,2251
17909,STARLUX Airlines星宇航空,KIX,20240202,920,230,1250,2252
17491,中華航空,KIX,20240202,1420,225,1745,2253
18171,長榮航空,KIX,20240202,1300,225,1625,2254
19665,日本航空,KIX,20240202,1325,230,1655,2255
24143,中華航空,KIX,20240202,1420,225,1745,2256
24143,中華航空,KIX,20240202,810,225,1135,2257
24143,中華航空,KIX,20240202,950,230,1320,2258
30357,長榮航空,KIX,20240202,830,225,1155,2259
30357,長榮航空,KIX,20240202,630,225,955,2260
30357,長榮航空,KIX,20240202,1300,225,1625,2261
30357,長榮航空,KIX,20240202,1325,230,1655,2262
9806,國泰航空,KIX,20240203,1115,230,1445,2263
8192,樂桃,KIX,20240203,1040,230,1410,2264
8748,Thai VietJet Air,KIX,20240203,635,225,1000,2265
8393,台灣虎航,KIX,20240203,1205,225,1530,2266
9159,馬印航空,KIX,20240203,715,220,1035,2267
10422,中華航空,KIX,20240203,1420,225,1745,2268
11497,台灣虎航,KIX,20240203,700,225,1025,2269
8010,樂桃,KIX,20240203,1425,230,1755,2270
14202,STARLUX Airlines星宇航空,KIX,20240203,740,230,1110,2271
8010,樂桃,KIX,20240203,1840,230,2210,2272
15513,中華航空,KIX,20240203,950,230,1320,2273
17753,STARLUX Airlines星宇航空,KIX,20240203,920,230,1250,2274
19371,長榮航空,KIX,20240203,830,225,1155,2275
21500,中華航空,KIX,20240203,810,225,1135,2276
19149,長榮航空,KIX,20240203,1300,225,1625,2277
22057,長榮航空,KIX,20240203,630,225,955,2278
23807,中華航空,KIX,20240203,810,225,1135,2279
30357,長榮航空,KIX,20240203,630,225,955,2280
30357,長榮航空,KIX,20240203,1300,225,1625,2281
30357,長榮航空,KIX,20240203,830,225,1155,2282
50765,中華航空,KIX,20240203,950,230,1320,2283
6554,樂桃,KIX,20240204,1055,230,1425,2284
7299,台灣虎航,KIX,20240204,700,225,1025,2285
7862,馬印航空,KIX,20240204,715,220,1035,2286
9816,國泰航空,KIX,20240204,1115,230,1445,2287
10317,STARLUX Airlines星宇航空,KIX,20240204,920,230,1250,2288
8012,Thai VietJet Air,KIX,20240204,750,225,1115,2289
7210,樂桃,KIX,20240204,1425,230,1755,2290
11002,中華航空,KIX,20240204,950,230,1320,2291
11002,中華航空,KIX,20240204,810,225,1135,2292
10562,長榮航空,KIX,20240204,630,225,955,2293
10375,中華航空,KIX,20240204,1420,225,1745,2294
12161,STARLUX Airlines星宇航空,KIX,20240204,740,230,1110,2295
8192,樂桃,KIX,20240204,1840,230,2210,2296
11954,長榮航空,KIX,20240204,1300,225,1625,2297
14422,長榮航空,KIX,20240204,830,225,1155,2298
23807,中華航空,KIX,20240204,810,225,1135,2299
23807,中華航空,KIX,20240204,950,230,1320,2300
23807,中華航空,KIX,20240204,1420,225,1745,2301
30648,長榮航空,KIX,20240204,1300,225,1625,2302
30648,長榮航空,KIX,20240204,630,225,955,2303
30688,長榮航空,KIX,20240204,830,225,1155,2304
5171,Thai VietJet Air,KIX,20240205,635,225,1000,2305
6695,馬印航空,KIX,20240205,715,220,1035,2306
5810,樂桃,KIX,20240205,1425,230,1755,2307
7299,台灣虎航,KIX,20240205,700,225,1025,2308
9000,STARLUX Airlines星宇航空,KIX,20240205,920,230,1250,2309
7299,台灣虎航,KIX,20240205,1235,225,1600,2310
8519,日本航空,KIX,20240205,1325,230,1655,2311
9592,STARLUX Airlines星宇航空,KIX,20240205,740,230,1110,2312
9806,國泰航空,KIX,20240205,1115,230,1445,2313
8010,樂桃,KIX,20240205,1055,230,1425,2314
6410,樂桃,KIX,20240205,1840,230,2210,2315
11036,中華航空,KIX,20240205,810,225,1135,2316
11036,中華航空,KIX,20240205,950,230,1320,2317
10562,長榮航空,KIX,20240205,630,225,955,2318
10422,中華航空,KIX,20240205,1420,225,1745,2319
11954,長榮航空,KIX,20240205,830,225,1155,2320
11110,長榮航空,KIX,20240205,1300,225,1625,2321
19665,日本航空,KIX,20240205,1325,230,1655,2322
23807,中華航空,KIX,20240205,810,225,1135,2323
23807,中華航空,KIX,20240205,1420,225,1745,2324
23807,中華航空,KIX,20240205,950,230,1320,2325
30653,長榮航空,KIX,20240205,630,225,955,2326
30653,長榮航空,KIX,20240205,830,225,1155,2327
30653,長榮航空,KIX,20240205,1300,225,1625,2328
9102,STARLUX Airlines,KIX,20240206,920,230,1250,2329
7299,台灣虎航,KIX,20240206,1205,225,1530,2330
7210,樂桃,KIX,20240206,1055,230,1425,2331
9637,STARLUX Airlines,KIX,20240206,740,230,1110,2332
9784,國泰航空,KIX,20240206,1115,230,1445,2333
7862,馬印航空,KIX,20240206,715,220,1035,2334
7613,Thai VietJet Air,KIX,20240206,635,225,1000,2335
6410,樂桃,KIX,20240206,1840,230,2210,2336
10562,長榮航空,KIX,20240206,830,225,1155,2337
7210,樂桃,KIX,20240206,1425,230,1755,2338
11002,中華航空,KIX,20240206,950,230,1320,2339
10562,長榮航空,KIX,20240206,630,225,955,2340
9260,台灣虎航,KIX,20240206,700,225,1025,2341
11316,中華航空,KIX,20240206,810,225,1135,2342
10375,中華航空,KIX,20240206,1420,225,1745,2343
10562,長榮航空,KIX,20240206,1300,225,1625,2344
12428,日本航空,KIX,20240206,1325,230,1655,2345
19665,日本航空,KIX,20240206,1325,230,1655,2346
23807,中華航空,KIX,20240206,950,230,1320,2347
23939,中華航空,KIX,20240206,810,225,1135,2348
23807,中華航空,KIX,20240206,1420,225,1745,2349
8393,台灣虎航,KIX,20240207,700,225,1025,2350
8393,台灣虎航,KIX,20240207,1235,225,1600,2351
8586,Thai VietJet Air,KIX,20240207,750,225,1115,2352
11725,STARLUX Airlines星宇航空,KIX,20240207,920,230,1250,2353
8010,樂桃,KIX,20240207,1425,230,1755,2354
11838,國泰航空,KIX,20240207,1115,230,1445,2355
11321,長榮航空,KIX,20240207,1300,225,1625,2356
10010,樂桃,KIX,20240207,1055,230,1425,2357
10395,馬印航空,KIX,20240207,715,220,1035,2358
13143,中華航空,KIX,20240207,950,230,1320,2359
8233,樂桃,KIX,20240207,1840,230,2210,2360
12474,中華航空,KIX,20240207,1420,225,1745,2361
15235,STARLUX Airlines星宇航空,KIX,20240207,740,230,1110,2362
15513,中華航空,KIX,20240207,810,225,1135,2363
16025,長榮航空,KIX,20240207,630,225,955,2364
23807,中華航空,KIX,20240207,810,225,1135,2365
23807,中華航空,KIX,20240207,950,230,1320,2366
24198,長榮航空,KIX,20240207,830,225,1155,2367
23807,中華航空,KIX,20240207,1420,225,1745,2368
14615,STARLUX Airlines,KIX,20240208,920,230,1250,2369
14405,國泰航空,KIX,20240208,1115,230,1445,2370
10010,樂桃,KIX,20240208,1840,230,2210,2371
15513,中華航空,KIX,20240208,1420,225,1745,2372
18305,中華航空,KIX,20240208,950,230,1320,2373
20230,STARLUX Airlines,KIX,20240208,740,230,1110,2374
18220,長榮航空,KIX,20240208,1300,225,1625,2375
17080,馬印航空,KIX,20240208,715,220,1035,2376
19543,日本航空,KIX,20240208,1325,230,1655,2377
23807,中華航空,KIX,20240208,950,230,1320,2378
23807,中華航空,KIX,20240208,810,225,1135,2379
15380,樂桃,KIX,20240208,1425,230,1755,2380
25437,中華航空,KIX,20240208,810,225,1135,2381
25428,長榮航空,KIX,20240208,830,225,1155,2382
22502,日本航空,KIX,20240208,1325,230,1655,2383
25428,長榮航空,KIX,20240208,630,225,955,2384
19940,樂桃,KIX,20240208,1055,230,1425,2385
23807,中華航空,KIX,20240208,1420,225,1745,2386
8159,樂桃,KIX,20240209,1425,230,1755,2387
13430,STARLUX Airlines星宇航空,KIX,20240209,740,230,1110,2388
8010,樂桃,KIX,20240209,1840,230,2210,2389
14615,STARLUX Airlines星宇航空,KIX,20240209,920,230,1250,2390
13888,長榮航空,KIX,20240209,630,225,955,2391
14696,中華航空,KIX,20240209,950,230,1320,2392
13401,日本航空,KIX,20240209,1325,230,1655,2393
14399,國泰航空,KIX,20240209,1115,230,1445,2394
13516,長榮航空,KIX,20240209,1300,225,1625,2395
14400,中華航空,KIX,20240209,1420,225,1745,2396
12410,樂桃,KIX,20240209,1055,230,1425,2397
17349,中華航空,KIX,20240209,810,225,1135,2398
16199,台灣虎航,KIX,20240209,1205,225,1530,2399
23807,中華航空,KIX,20240209,950,230,1320,2400
23807,中華航空,KIX,20240209,810,225,1135,2401
22502,日本航空,KIX,20240209,1325,230,1655,2402
25418,長榮航空,KIX,20240209,830,225,1155,2403
21469,馬印航空,KIX,20240209,715,220,1035,2404
23807,中華航空,KIX,20240209,1420,225,1745,2405
10241,樂桃,KIX,20240210,1040,230,1410,2406
10513,台灣虎航,KIX,20240210,1205,225,1530,2407
14399,國泰航空,KIX,20240210,1115,230,1445,2408
14696,中華航空,KIX,20240210,950,230,1320,2409
15140,長榮航空,KIX,20240210,830,225,1155,2410
8159,樂桃,KIX,20240210,1840,230,2210,2411
13516,長榮航空,KIX,20240210,1300,225,1625,2412
16473,STARLUX Airlines星宇航空,KIX,20240210,920,230,1250,2413
10010,樂桃,KIX,20240210,1425,230,1755,2414
14512,中華航空,KIX,20240210,1420,225,1745,2415
17349,中華航空,KIX,20240210,810,225,1135,2416
18327,STARLUX Airlines星宇航空,KIX,20240210,740,230,1110,2417
18220,長榮航空,KIX,20240210,630,225,955,2418
23807,中華航空,KIX,20240210,950,230,1320,2419
23807,中華航空,KIX,20240210,810,225,1135,2420
19883,馬印航空,KIX,20240210,715,220,1035,2421
23807,中華航空,KIX,20240210,1420,225,1745,2422
8393,台灣虎航,KIX,20240211,700,225,1025,2423
8159,樂桃,KIX,20240211,1055,230,1425,2424
11772,STARLUX Airlines星宇航空,KIX,20240211,920,230,1250,2425
8010,樂桃,KIX,20240211,1425,230,1755,2426
9159,馬印航空,KIX,20240211,715,220,1035,2427
11310,長榮航空,KIX,20240211,1300,225,1625,2428
12575,長榮航空,KIX,20240211,830,225,1155,2429
8010,樂桃,KIX,20240211,1840,230,2210,2430
13185,國泰航空,KIX,20240211,1115,230,1445,2431
12575,長榮航空,KIX,20240211,630,225,955,2432
15405,中華航空,KIX,20240211,810,225,1135,2433
16122,中華航空,KIX,20240211,950,230,1320,2434
15405,中華航空,KIX,20240211,1420,225,1745,2435
17297,STARLUX Airlines星宇航空,KIX,20240211,740,230,1110,2436
23786,中華航空,KIX,20240211,810,225,1135,2437
23786,中華航空,KIX,20240211,950,230,1320,2438
23786,中華航空,KIX,20240211,1420,225,1745,2439
7493,台灣虎航,KIX,20240212,1235,225,1600,2440
8199,台灣虎航,KIX,20240212,700,225,1025,2441
9806,國泰航空,KIX,20240212,1115,230,1445,2442
7862,馬印航空,KIX,20240212,715,220,1035,2443
8010,樂桃,KIX,20240212,1055,230,1425,2444
8615,Thai VietJet Air,KIX,20240212,635,225,1000,2445
11943,長榮航空,KIX,20240212,630,225,955,2446
12330,日本航空,KIX,20240212,1325,230,1655,2447
13961,中華航空,KIX,20240212,950,230,1320,2448
13961,中華航空,KIX,20240212,810,225,1135,2449
14190,STARLUX Airlines,KIX,20240212,920,230,1250,2450
14409,長榮航空,KIX,20240212,830,225,1155,2451
9010,樂桃,KIX,20240212,1840,230,2210,2452
10010,樂桃,KIX,20240212,1425,230,1755,2453
14539,中華航空,KIX,20240212,1420,225,1745,2454
18091,STARLUX Airlines,KIX,20240212,740,230,1110,2455
19131,長榮航空,KIX,20240212,1300,225,1625,2456
19665,日本航空,KIX,20240212,1325,230,1655,2457
23786,中華航空,KIX,20240212,950,230,1320,2458
23786,中華航空,KIX,20240212,810,225,1135,2459
23786,中華航空,KIX,20240212,1420,225,1745,2460
6410,樂桃,KIX,20240213,1055,230,1425,2461
6699,台灣虎航,KIX,20240213,1205,225,1530,2462
5210,樂桃,KIX,20240213,1840,230,2210,2463
6695,馬印航空,KIX,20240213,715,220,1035,2464
5810,樂桃,KIX,20240213,1425,230,1755,2465
8343,日本航空,KIX,20240213,1325,230,1655,2466
9561,STARLUX Airlines,KIX,20240213,740,230,1110,2467
9686,國泰航空,KIX,20240213,1115,230,1445,2468
8199,台灣虎航,KIX,20240213,700,225,1025,2469
10311,STARLUX Airlines,KIX,20240213,920,230,1250,2470
7606,Thai VietJet Air,KIX,20240213,635,225,1000,2471
10553,長榮航空,KIX,20240213,630,225,955,2472
11100,長榮航空,KIX,20240213,830,225,1155,2473
10257,中華航空,KIX,20240213,1420,225,1745,2474
10553,長榮航空,KIX,20240213,1300,225,1625,2475
12418,中華航空,KIX,20240213,810,225,1135,2476
12390,中華航空,KIX,20240213,950,230,1320,2477
18403,日本航空,KIX,20240213,1325,230,1655,2478
23786,中華航空,KIX,20240213,810,225,1135,2479
23786,中華航空,KIX,20240213,950,230,1320,2480
23786,中華航空,KIX,20240213,1420,225,1745,2481
4131,樂桃,KIX,20240214,1055,230,1425,2482
3560,樂桃,KIX,20240214,1840,230,2210,2483
4131,樂桃,KIX,20240214,1425,230,1755,2484
5712,Thai VietJet Air,KIX,20240214,750,225,1115,2485
5904,台灣虎航,KIX,20240214,1235,225,1600,2486
6892,台灣虎航,KIX,20240214,700,225,1025,2487
6773,馬印航空,KIX,20240214,715,220,1035,2488
9019,STARLUX Airlines星宇航空,KIX,20240214,920,230,1250,2489
8992,STARLUX Airlines星宇航空,KIX,20240214,740,230,1110,2490
8757,長榮航空,KIX,20240214,630,225,955,2491
9226,國泰航空,KIX,20240214,1115,230,1445,2492
9913,長榮航空,KIX,20240214,830,225,1155,2493
8757,長榮航空,KIX,20240214,1300,225,1625,2494
8934,中華航空,KIX,20240214,1420,225,1745,2495
12407,中華航空,KIX,20240214,950,230,1320,2496
12407,中華航空,KIX,20240214,810,225,1135,2497
23786,中華航空,KIX,20240214,810,225,1135,2498
23786,中華航空,KIX,20240214,1420,225,1745,2499
23786,中華航空,KIX,20240214,950,230,1320,2500
3560,樂桃,KIX,20240215,1425,230,1755,2501
4754,馬印航空,KIX,20240215,715,220,1035,2502
3560,樂桃,KIX,20240215,1840,230,2210,2503
5723,Thai VietJet Air,KIX,20240215,750,225,1115,2504
6400,台灣虎航,KIX,20240215,700,225,1025,2505
5810,樂桃,KIX,20240215,1055,230,1425,2506
9561,STARLUX Airlines星宇航空,KIX,20240215,920,230,1250,2507
9118,長榮航空,KIX,20240215,630,225,955,2508
8512,日本航空,KIX,20240215,1325,230,1655,2509
10342,STARLUX Airlines星宇航空,KIX,20240215,740,230,1110,2510
9806,國泰航空,KIX,20240215,1115,230,1445,2511
8885,中華航空,KIX,20240215,1420,225,1745,2512
9669,長榮航空,KIX,20240215,1300,225,1625,2513
13333,中華航空,KIX,20240215,950,230,1320,2514
13333,中華航空,KIX,20240215,810,225,1135,2515
13167,長榮航空,KIX,20240215,830,225,1155,2516
18403,日本航空,KIX,20240215,1325,230,1655,2517
23786,中華航空,KIX,20240215,810,225,1135,2518
23786,中華航空,KIX,20240215,1420,225,1745,2519
23786,中華航空,KIX,20240215,950,230,1320,2520
30357,長榮航空,KIX,20240215,630,225,955,2521
30357,長榮航空,KIX,20240215,1300,225,1625,2522
30357,長榮航空,KIX,20240215,830,225,1155,2523
4844,馬印航空,KIX,20240216,715,220,1035,2524
3947,樂桃,KIX,20240216,1425,230,1755,2525
4610,樂桃,KIX,20240216,1055,230,1425,2526
3560,樂桃,KIX,20240216,1840,230,2210,2527
4899,台灣虎航,KIX,20240216,1205,225,1530,2528
5167,Thai VietJet Air,KIX,20240216,635,225,1000,2529
5904,台灣虎航,KIX,20240216,700,225,1025,2530
8992,STARLUX Airlines星宇航空,KIX,20240216,920,230,1250,2531
8992,STARLUX Airlines星宇航空,KIX,20240216,740,230,1110,2532
9248,長榮航空,KIX,20240216,630,225,955,2533
8386,日本航空,KIX,20240216,1325,230,1655,2534
9637,中華航空,KIX,20240216,950,230,1320,2535
9445,長榮航空,KIX,20240216,830,225,1155,2536
9948,中華航空,KIX,20240216,810,225,1135,2537
8934,中華航空,KIX,20240216,1420,225,1745,2538
9797,國泰航空,KIX,20240216,1115,230,1445,2539
9248,長榮航空,KIX,20240216,1300,225,1625,2540
18403,日本航空,KIX,20240216,1325,230,1655,2541
24281,中華航空,KIX,20240216,1420,225,1745,2542
24281,中華航空,KIX,20240216,810,225,1135,2543
24301,中華航空,KIX,20240216,950,230,1320,2544
30660,長榮航空,KIX,20240216,830,225,1155,2545
30660,長榮航空,KIX,20240216,630,225,955,2546
30660,長榮航空,KIX,20240216,1300,225,1625,2547
30660,長榮航空,KIX,20240216,1155,230,1445,2548
30660,長榮航空,KIX,20240216,1325,230,1655,2549
3560,樂桃,KIX,20240217,1040,230,1410,2550
3560,樂桃,KIX,20240217,1425,230,1755,2551
4385,台灣虎航,KIX,20240217,1205,225,1530,2552
4754,馬印航空,KIX,20240217,715,220,1035,2553
5171,Thai VietJet Air,KIX,20240217,635,225,1000,2554
3560,樂桃,KIX,20240217,1840,230,2210,2555
6400,台灣虎航,KIX,20240217,700,225,1025,2556
9000,STARLUX Airlines星宇航空,KIX,20240217,920,230,1250,2557
9126,長榮航空,KIX,20240217,630,225,955,2558
9560,中華航空,KIX,20240217,810,225,1135,2559
9560,中華航空,KIX,20240217,950,230,1320,2560
9579,STARLUX Airlines星宇航空,KIX,20240217,740,230,1110,2561
9832,國泰航空,KIX,20240217,1115,230,1445,2562
10351,長榮航空,KIX,20240217,830,225,1155,2563
8942,中華航空,KIX,20240217,1420,225,1745,2564
9126,長榮航空,KIX,20240217,1300,225,1625,2565
23807,中華航空,KIX,20240217,1420,225,1745,2566
23807,中華航空,KIX,20240217,810,225,1135,2567
23807,中華航空,KIX,20240217,950,230,1320,2568
30660,長榮航空,KIX,20240217,630,225,955,2569
30660,長榮航空,KIX,20240217,830,225,1155,2570
30660,長榮航空,KIX,20240217,1300,225,1625,2571
3560,樂桃,KIX,20240218,1425,230,1755,2572
4610,樂桃,KIX,20240218,1055,230,1425,2573
3560,樂桃,KIX,20240218,1840,230,2210,2574
4695,馬印航空,KIX,20240218,715,220,1035,2575
5390,台灣虎航,KIX,20240218,700,225,1025,2576
5687,Thai VietJet Air,KIX,20240218,750,225,1115,2577
9561,STARLUX Airlines星宇航空,KIX,20240218,920,230,1250,2578
9560,中華航空,KIX,20240218,950,230,1320,2579
9560,中華航空,KIX,20240218,810,225,1135,2580
9118,長榮航空,KIX,20240218,630,225,955,2581
9445,長榮航空,KIX,20240218,830,225,1155,2582
8885,中華航空,KIX,20240218,1420,225,1745,2583
9118,長榮航空,KIX,20240218,1300,225,1625,2584
9801,國泰航空,KIX,20240218,1115,230,1445,2585
23786,中華航空,KIX,20240218,810,225,1135,2586
23786,中華航空,KIX,20240218,1420,225,1745,2587
23786,中華航空,KIX,20240218,950,230,1320,2588
25246,STARLUX Airlines星宇航空,KIX,20240218,740,230,1110,2589
30660,長榮航空,KIX,20240218,1300,225,1625,2590
30660,長榮航空,KIX,20240218,830,225,1155,2591
30660,長榮航空,KIX,20240218,630,225,955,2592
3560,樂桃,KIX,20240219,1840,230,2210,2593
4610,樂桃,KIX,20240219,1055,230,1425,2594
4754,馬印航空,KIX,20240219,715,220,1035,2595
4010,樂桃,KIX,20240219,1425,230,1755,2596
4899,台灣虎航,KIX,20240219,1235,225,1600,2597
4642,Thai VietJet Air,KIX,20240219,635,225,1000,2598
6400,台灣虎航,KIX,20240219,700,225,1025,2599
8992,STARLUX Airlines星宇航空,KIX,20240219,920,230,1250,2600
8992,STARLUX Airlines星宇航空,KIX,20240219,740,230,1110,2601
8386,日本航空,KIX,20240219,1325,230,1655,2602
9561,中華航空,KIX,20240219,810,225,1135,2603
9561,中華航空,KIX,20240219,950,230,1320,2604
8885,中華航空,KIX,20240219,1420,225,1745,2605
9118,長榮航空,KIX,20240219,1300,225,1625,2606
10342,長榮航空,KIX,20240219,830,225,1155,2607
9832,國泰航空,KIX,20240219,1115,230,1445,2608
10342,長榮航空,KIX,20240219,630,225,955,2609
18403,日本航空,KIX,20240219,1325,230,1655,2610
23786,中華航空,KIX,20240219,810,225,1135,2611
23786,中華航空,KIX,20240219,1420,225,1745,2612
23786,中華航空,KIX,20240219,950,230,1320,2613
30194,長榮航空,KIX,20240219,830,225,1155,2614
30194,長榮航空,KIX,20240219,630,225,955,2615
30194,長榮航空,KIX,20240219,1300,225,1625,2616
4699,台灣虎航,KIX,20240220,1205,225,1530,2617
3560,樂桃,KIX,20240220,1840,230,2210,2618
4610,樂桃,KIX,20240220,1055,230,1425,2619
4010,樂桃,KIX,20240220,1425,230,1755,2620
4695,馬印航空,KIX,20240220,715,220,1035,2621
4642,Thai VietJet Air,KIX,20240220,635,225,1000,2622
5199,台灣虎航,KIX,20240220,700,225,1025,2623
