Column1,Column2,Column4,Column5,Column6,Column7,Column10,column11
10162,酷航,NRT,20240111,640,305,1045,1
7146,捷星日本,NRT,20240111,1250,305,1655,2
7146,捷星日本,NRT,20240111,220,310,630,3
9817,日本航空,NRT,20240111,1035,300,1435,4
9719,長榮航空,NRT,20240111,850,305,1255,5
9248,中華航空,NRT,20240111,1440,305,1845,6
9719,長榮航空,NRT,20240111,755,305,1200,7
10023,中華航空,NRT,20240111,1235,300,1635,8
10759,中華航空,NRT,20240111,930,300,1330,9
10239,長榮航空,NRT,20240111,850,305,1255,10
10122,STARLUX Airlines,NRT,20240111,1500,300,1900,11
10239,長榮航空,NRT,20240111,755,305,1200,12
10203,國泰航空,NRT,20240111,1250,300,1650,13
9817,日本航空,NRT,20240111,1540,300,1940,14
9719,長榮航空,NRT,20240111,1520,300,1920,15
10812,中華航空,NRT,20240111,1235,300,1635,16
11359,日本航空,NRT,20240111,1035,300,1435,17
10448,中華航空,NRT,20240111,1440,305,1845,18
12318,日本航空,NRT,20240111,930,300,1330,19
10239,長榮航空,NRT,20240111,1520,300,1920,20
10610,樂桃,NRT,20240111,935,305,1340,21
8610,樂桃,NRT,20240111,1655,305,2100,22
12036,酷航,NRT,20240111,640,305,1045,23
12704,STARLUX Airlines,NRT,20240111,830,300,1230,24
12704,STARLUX Airlines,NRT,20240111,1015,300,1415,25
21745,日本航空,NRT,20240111,1540,300,1940,26
30436,長榮航空,NRT,20240111,850,305,1255,27
30436,長榮航空,NRT,20240111,755,305,1200,28
7267,酷航,NRT,20240112,640,305,1045,29
9719,長榮航空,NRT,20240112,850,305,1255,30
9770,長榮航空,NRT,20240112,755,305,1200,31
9607,中華航空,NRT,20240112,1440,305,1845,32
9396,中華航空,NRT,20240112,1625,300,2025,33
10192,國泰航空,NRT,20240112,1250,300,1650,34
10239,長榮航空,NRT,20240112,850,305,1255,35
10691,中華航空,NRT,20240112,1235,300,1635,36
11042,日本航空,NRT,20240112,1035,300,1435,37
10750,長榮航空,NRT,20240112,755,305,1200,38
11234,中華航空,NRT,20240112,930,300,1330,39
10741,長榮航空,NRT,20240112,755,305,1200,40
9719,長榮航空,NRT,20240112,1520,300,1920,41
11359,日本航空,NRT,20240112,1035,300,1435,42
10741,長榮航空,NRT,20240112,755,305,1200,43
12704,STARLUX Airlines,NRT,20240112,1015,300,1415,44
12031,酷航,NRT,20240112,640,305,1045,45
10239,長榮航空,NRT,20240112,1520,300,1920,46
9510,樂桃,NRT,20240112,935,305,1340,47
11042,日本航空,NRT,20240112,1540,300,1940,48
12704,STARLUX Airlines,NRT,20240112,1500,300,1900,49
8610,樂桃,NRT,20240112,1655,305,2100,50
13786,泰國獅子航空,NRT,20240112,1520,305,1925,51
14703,STARLUX Airlines,NRT,20240112,830,300,1230,52
21745,日本航空,NRT,20240112,1540,300,1940,53
24018,中華航空,NRT,20240112,1235,300,1635,54
24018,中華航空,NRT,20240112,1440,305,1845,55
30485,長榮航空,NRT,20240112,850,305,1255,56
44698,中華航空,NRT,20240112,1625,300,2025,57
44698,中華航空,NRT,20240112,930,300,1330,58
8062,泰國獅子航空,NRT,20240113,1520,305,1925,59
10162,酷航,NRT,20240113,640,305,1045,60
12475,STARLUX Airlines,NRT,20240113,1500,300,1900,61
15564,新加坡航空,NRT,20240113,640,305,1045,62
14587,國泰航空,NRT,20240113,1250,300,1650,63
15513,長榮航空,NRT,20240113,755,305,1200,64
12910,樂桃,NRT,20240113,225,305,630,65
12910,樂桃,NRT,20240113,935,305,1340,66
17299,中華航空,NRT,20240113,930,300,1330,67
21310,STARLUX Airlines,NRT,20240113,830,300,1230,68
22086,泰國國際航空,NRT,20240113,755,305,1200,69
22086,泰國國際航空,NRT,20240113,850,305,1255,70
22077,紐西蘭航空,NRT,20240113,850,305,1255,71
22077,紐西蘭航空,NRT,20240113,755,305,1200,72
12910,樂桃,NRT,20240113,1655,305,2100,73
22077,加拿大航空,NRT,20240113,850,305,1255,74
23855,中華航空,NRT,20240113,930,300,1330,75
22077,加拿大航空,NRT,20240113,755,305,1200,76
23641,日本航空,NRT,20240113,1035,300,1435,77
22125,全日空,NRT,20240113,850,305,1255,78
22125,全日空,NRT,20240113,755,305,1200,79
22655,捷星航空,NRT,20240113,1250,305,1655,80
22655,捷星航空,NRT,20240113,220,310,630,81
24802,日本航空,NRT,20240113,1035,300,1435,82
24860,日本航空,NRT,20240113,1540,300,1940,83
24204,中華航空,NRT,20240113,1440,305,1845,84
25835,長榮航空,NRT,20240113,1520,300,1920,85
26651,STARLUX Airlines,NRT,20240113,1015,300,1415,86
26554,中華航空,NRT,20240113,1440,305,1845,87
28521,中華航空,NRT,20240113,1235,300,1635,88
34281,中華航空,NRT,20240113,1235,300,1635,89
42437,長榮航空,NRT,20240113,1520,300,1920,90
44066,長榮航空,NRT,20240113,1520,300,1920,91
44066,長榮航空,NRT,20240113,1520,300,1920,92
14579,國泰航空,NRT,20240114,1250,300,1650,93
16774,日本航空,NRT,20240114,1035,300,1435,94
13547,樂桃,NRT,20240114,225,305,630,95
14541,酷航,NRT,20240114,640,305,1045,96
15513,長榮航空,NRT,20240114,1520,300,1920,97
24192,中華航空,NRT,20240114,930,300,1330,98
26115,STARLUX Airlines,NRT,20240114,1015,300,1415,99
25577,中華航空,NRT,20240114,930,300,1330,100
26115,STARLUX Airlines,NRT,20240114,830,300,1230,101
23256,中華航空,NRT,20240114,1625,300,2025,102
24192,中華航空,NRT,20240114,1440,305,1845,103
22655,捷星日本,NRT,20240114,1250,305,1655,104
23977,日本航空,NRT,20240114,1540,300,1940,105
26115,STARLUX Airlines,NRT,20240114,1500,300,1900,106
24672,中華航空,NRT,20240114,1625,300,2025,107
21108,泰國獅子航空,NRT,20240114,1515,310,1925,108
25577,中華航空,NRT,20240114,1440,305,1845,109
27935,中華航空,NRT,20240114,1235,300,1635,110
27931,長榮航空,NRT,20240114,850,305,1255,111
27931,長榮航空,NRT,20240114,755,305,1200,112
33094,中華航空,NRT,20240114,1235,300,1635,113
41332,日本航空,NRT,20240114,1035,300,1435,114
13686,樂桃,NRT,20240115,935,305,1340,115
22937,STARLUX Airlines,NRT,20240115,1015,300,1415,116
20441,國泰航空,NRT,20240115,1250,300,1650,117
25040,中華航空,NRT,20240115,1235,300,1635,118
26115,STARLUX Airlines,NRT,20240115,830,300,1230,119
24192,中華航空,NRT,20240115,1440,305,1845,120
25577,中華航空,NRT,20240115,1235,300,1635,121
28521,中華航空,NRT,20240115,930,300,1330,122
22655,捷星日本,NRT,20240115,1250,305,1655,123
27931,長榮航空,NRT,20240115,850,305,1255,124
27931,長榮航空,NRT,20240115,755,305,1200,125
27931,長榮航空,NRT,20240115,850,305,1255,126
26115,STARLUX Airlines,NRT,20240115,1500,300,1900,127
25577,中華航空,NRT,20240115,1440,305,1845,128
21108,泰國獅子航空,NRT,20240115,1520,305,1925,129
27931,長榮航空,NRT,20240115,755,305,1200,130
28973,長榮航空,NRT,20240115,1520,300,1920,131
33094,中華航空,NRT,20240115,930,300,1330,132
48661,長榮航空,NRT,20240115,1520,300,1920,133
10301,國泰航空,NRT,20240116,1250,300,1650,134
13354,STARLUX Airlines,NRT,20240116,1500,300,1900,135
12910,樂桃,NRT,20240116,1655,305,2100,136
22937,STARLUX Airlines,NRT,20240116,1015,300,1415,137
23938,中華航空,NRT,20240116,930,300,1330,138
21332,長榮航空,NRT,20240116,1520,300,1920,139
24204,中華航空,NRT,20240116,1235,300,1635,140
24835,長榮航空,NRT,20240116,755,305,1200,141
24204,中華航空,NRT,20240116,1440,305,1845,142
22655,捷星航空,NRT,20240116,1250,305,1655,143
22574,長榮航空,NRT,20240116,1520,300,1920,144
26115,STARLUX Airlines,NRT,20240116,830,300,1230,145
26554,中華航空,NRT,20240116,1235,300,1635,146
26420,長榮航空,NRT,20240116,850,305,1255,147
26554,中華航空,NRT,20240116,1440,305,1845,148
30650,日本航空,NRT,20240116,1035,300,1435,149
30650,日本航空,NRT,20240116,1540,300,1940,150
34281,中華航空,NRT,20240116,930,300,1330,151
42437,長榮航空,NRT,20240116,755,305,1200,152
42437,長榮航空,NRT,20240116,850,305,1255,153
14591,國泰航空,NRT,20240117,1250,300,1650,154
14699,台灣虎航,NRT,20240117,1330,300,1730,155
13723,泰國獅子航空,NRT,20240117,1520,305,1925,156
21327,長榮航空,NRT,20240117,850,305,1255,157
12910,樂桃,NRT,20240117,1655,305,2100,158
22937,STARLUX Airlines,NRT,20240117,830,300,1230,159
22937,STARLUX Airlines,NRT,20240117,1015,300,1415,160
20647,酷航,NRT,20240117,640,305,1045,161
24192,中華航空,NRT,20240117,930,300,1330,162
23031,長榮航空,NRT,20240117,850,305,1255,163
20787,中華航空,NRT,20240117,1625,300,2025,164
20894,日本航空,NRT,20240117,1540,300,1940,165
24192,中華航空,NRT,20240117,1440,305,1845,166
22655,捷星日本,NRT,20240117,1250,305,1655,167
24672,中華航空,NRT,20240117,1625,300,2025,168
25577,中華航空,NRT,20240117,930,300,1330,169
25577,中華航空,NRT,20240117,1440,305,1845,170
27025,STARLUX Airlines,NRT,20240117,1500,300,1900,171
27931,長榮航空,NRT,20240117,1520,300,1920,172
27935,中華航空,NRT,20240117,1235,300,1635,173
27931,長榮航空,NRT,20240117,755,305,1200,174
30650,日本航空,NRT,20240117,1035,300,1435,175
31707,日本航空,NRT,20240117,1035,300,1435,176
14125,酷航,NRT,20240118,640,305,1045,177
14399,捷星日本,NRT,20240118,1250,305,1655,178
22297,STARLUX Airlines,NRT,20240118,1015,300,1415,179
20934,長榮航空,NRT,20240118,850,305,1255,180
12910,樂桃,NRT,20240118,1655,305,2100,181
21928,長榮航空,NRT,20240118,850,305,1255,182
20441,國泰航空,NRT,20240118,1250,300,1650,183
24587,中華航空,NRT,20240118,1235,300,1635,184
22297,STARLUX Airlines,NRT,20240118,1500,300,1900,185
20934,長榮航空,NRT,20240118,1520,300,1920,186
22022,捷星日本,NRT,20240118,220,310,630,187
21928,長榮航空,NRT,20240118,1520,300,1920,188
24587,中華航空,NRT,20240118,1440,305,1845,189
26554,中華航空,NRT,20240118,1235,300,1635,190
27116,STARLUX Airlines,NRT,20240118,830,300,1230,191
26554,中華航空,NRT,20240118,1440,305,1845,192
27702,中華航空,NRT,20240118,930,300,1330,193
28973,長榮航空,NRT,20240118,755,305,1200,194
31815,長榮航空,NRT,20240118,755,305,1200,195
29031,長榮航空,NRT,20240118,800,325,1225,196
39525,日本航空,NRT,20240118,1035,300,1435,197
40148,日本航空,NRT,20240118,1035,300,1435,198
42890,中華航空,NRT,20240118,930,300,1330,199
12189,捷星日本,NRT,20240119,1250,305,1655,200
12910,樂桃,NRT,20240119,225,305,630,201
12910,樂桃,NRT,20240119,935,305,1340,202
22280,STARLUX Airlines,NRT,20240119,1015,300,1415,203
13397,泰國獅子航空,NRT,20240119,1520,305,1925,204
12910,樂桃,NRT,20240119,1655,305,2100,205
20441,國泰航空,NRT,20240119,1250,300,1650,206
21069,酷航,NRT,20240119,640,305,1045,207
22280,STARLUX Airlines,NRT,20240119,1500,300,1900,208
27133,中華航空,NRT,20240119,930,300,1330,209
24182,長榮航空,NRT,20240119,850,305,1255,210
27133,中華航空,NRT,20240119,1235,300,1635,211
22005,捷星日本,NRT,20240119,220,310,630,212
27133,中華航空,NRT,20240119,1625,300,2025,213
27116,STARLUX Airlines,NRT,20240119,830,300,1230,214
27129,長榮航空,NRT,20240119,1520,300,1920,215
27129,長榮航空,NRT,20240119,755,305,1200,216
27133,中華航空,NRT,20240119,1440,305,1845,217
39717,日本航空,NRT,20240119,1035,300,1435,218
46980,長榮航空,NRT,20240119,755,305,1200,219
12910,樂桃,NRT,20240120,225,305,630,220
8610,樂桃,NRT,20240120,1655,305,2100,221
14290,捷星日本,NRT,20240120,1250,305,1655,222
11865,泰國獅子航空,NRT,20240120,1520,305,1925,223
15404,日本航空,NRT,20240120,1540,300,1940,224
16199,台灣虎航,NRT,20240120,1330,300,1730,225
22958,STARLUX Airlines,NRT,20240120,1015,300,1415,226
24851,中華航空,NRT,20240120,1235,300,1635,227
26138,STARLUX Airlines,NRT,20240120,830,300,1230,228
28547,中華航空,NRT,20240120,930,300,1330,229
22958,STARLUX Airlines,NRT,20240120,1500,300,1900,230
26278,中華航空,NRT,20240120,1235,300,1635,231
26932,長榮航空,NRT,20240120,755,305,1200,232
27955,長榮航空,NRT,20240120,850,305,1255,233
26559,中華航空,NRT,20240120,1440,305,1845,234
22675,捷星日本,NRT,20240120,220,310,630,235
27955,長榮航空,NRT,20240120,1520,300,1920,236
32435,國泰航空,NRT,20240120,1250,300,1650,237
33801,中華航空,NRT,20240120,1440,305,1845,238
43588,中華航空,NRT,20240120,930,300,1330,239
49984,長榮航空,NRT,20240120,755,305,1200,240
8062,泰國獅子航空,NRT,20240121,1515,310,1925,241
10989,捷星日本,NRT,20240121,1250,305,1655,242
12910,樂桃,NRT,20240121,225,305,630,243
16199,台灣虎航,NRT,20240121,635,300,1035,244
12910,樂桃,NRT,20240121,1655,305,2100,245
20441,國泰航空,NRT,20240121,1250,300,1650,246
26138,STARLUX Airlines,NRT,20240121,1015,300,1415,247
26138,STARLUX Airlines,NRT,20240121,830,300,1230,248
27960,中華航空,NRT,20240121,1235,300,1635,249
25977,中華航空,NRT,20240121,1440,305,1845,250
25008,中華航空,NRT,20240121,1625,300,2025,251
26138,STARLUX Airlines,NRT,20240121,1500,300,1900,252
27955,長榮航空,NRT,20240121,1520,300,1920,253
27960,中華航空,NRT,20240121,930,300,1330,254
27955,長榮航空,NRT,20240121,755,305,1200,255
27955,長榮航空,NRT,20240121,850,305,1255,256
30915,日本航空,NRT,20240121,1035,300,1435,257
39717,日本航空,NRT,20240121,1540,300,1940,258
43790,中華航空,NRT,20240121,1440,305,1845,259
10301,國泰航空,NRT,20240122,1250,300,1650,260
7891,泰國獅子航空,NRT,20240122,1520,305,1925,261
16342,STARLUX Airlines,NRT,20240122,1015,300,1415,262
12910,樂桃,NRT,20240122,225,305,630,263
17573,STARLUX Airlines,NRT,20240122,830,300,1230,264
14199,台灣虎航,NRT,20240122,1330,300,1730,265
22547,長榮航空,NRT,20240122,850,305,1255,266
20613,酷航,NRT,20240122,640,305,1045,267
22547,長榮航空,NRT,20240122,755,305,1200,268
22108,中華航空,NRT,20240122,1440,305,1845,269
22955,STARLUX Airlines,NRT,20240122,1500,300,1900,270
22271,長榮航空,NRT,20240122,1520,300,1920,271
26072,中華航空,NRT,20240122,1235,300,1635,272
22655,捷星日本,NRT,20240122,220,310,630,273
22655,捷星日本,NRT,20240122,1250,305,1655,274
23542,長榮航空,NRT,20240122,1520,300,1920,275
28521,中華航空,NRT,20240122,930,300,1330,276
29517,日本航空,NRT,20240122,1035,300,1435,277
42437,長榮航空,NRT,20240122,755,305,1200,278
42437,長榮航空,NRT,20240122,850,305,1255,279
43603,中華航空,NRT,20240122,1235,300,1635,280
43603,中華航空,NRT,20240122,1440,305,1845,281
10301,國泰航空,NRT,20240123,1250,300,1650,282
9489,捷星日本,NRT,20240123,1250,305,1655,283
14305,中華航空,NRT,20240123,1235,300,1635,284
11710,樂桃,NRT,20240123,950,305,1355,285
16174,中華航空,NRT,20240123,930,300,1330,286
12910,樂桃,NRT,20240123,225,305,630,287
17009,長榮航空,NRT,20240123,755,305,1200,288
18066,STARLUX Airlines,NRT,20240123,1015,300,1415,289
11710,樂桃,NRT,20240123,1655,305,2100,290
14497,台灣虎航,NRT,20240123,1330,300,1730,291
17009,長榮航空,NRT,20240123,1520,300,1920,292
19126,長榮航空,NRT,20240123,850,305,1255,293
20050,長榮航空,NRT,20240123,850,305,1255,294
20050,加拿大航空,NRT,20240123,850,305,1255,295
20050,加拿大航空,NRT,20240123,755,305,1200,296
22958,STARLUX Airlines,NRT,20240123,830,300,1230,297
20633,酷航,NRT,20240123,640,305,1045,298
22958,STARLUX Airlines,NRT,20240123,1500,300,1900,299
20050,長榮航空,NRT,20240123,1520,300,1920,300
22675,捷星日本,NRT,20240123,220,310,630,301
24024,日本航空,NRT,20240123,1035,300,1435,302
24824,日本航空,NRT,20240123,1035,300,1435,303
24834,中華航空,NRT,20240123,1440,305,1845,304
30665,長榮航空,NRT,20240123,850,305,1255,305
30665,長榮航空,NRT,20240123,755,305,1200,306
41177,日本航空,NRT,20240123,1540,300,1940,307
43790,中華航空,NRT,20240123,1235,300,1635,308
43790,中華航空,NRT,20240123,930,300,1330,309
11941,國泰航空,NRT,20240124,1250,300,1650,310
10662,捷星日本,NRT,20240124,1250,305,1655,311
12107,長榮航空,NRT,20240124,1520,300,1920,312
14359,長榮航空,NRT,20240124,755,305,1200,313
10164,泰國獅子航空,NRT,20240124,1520,305,1925,314
15708,長榮航空,NRT,20240124,850,305,1255,315
15071,長榮航空,NRT,20240124,755,305,1200,316
15569,中華航空,NRT,20240124,1235,300,1635,317
12910,樂桃,NRT,20240124,935,305,1340,318
16480,長榮航空,NRT,20240124,850,305,1255,319
12910,樂桃,NRT,20240124,225,305,630,320
14199,台灣虎航,NRT,20240124,635,300,1035,321
10610,樂桃,NRT,20240124,1655,305,2100,322
18187,中華航空,NRT,20240124,930,300,1330,323
15071,長榮航空,NRT,20240124,1520,300,1920,324
17902,中華航空,NRT,20240124,1235,300,1635,325
16619,中華航空,NRT,20240124,1625,300,2025,326
20655,STARLUX Airlines,NRT,20240124,1015,300,1415,327
21159,中華航空,NRT,20240124,930,300,1330,328
20618,酷航,NRT,20240124,640,305,1045,329
19109,中華航空,NRT,20240124,1625,300,2025,330
22231,STARLUX Airlines,NRT,20240124,1500,300,1900,331
22231,STARLUX Airlines,NRT,20240124,830,300,1230,332
21956,捷星日本,NRT,20240124,220,310,630,333
24065,中華航空,NRT,20240124,1440,305,1845,334
25446,中華航空,NRT,20240124,1440,305,1845,335
27292,日本航空,NRT,20240124,1035,300,1435,336
27292,日本航空,NRT,20240124,1540,300,1940,337
29545,長榮航空,NRT,20240124,850,305,1255,338
29545,長榮航空,NRT,20240124,755,305,1200,339
33226,日本航空,NRT,20240124,1035,300,1435,340
10301,國泰航空,NRT,20240125,1250,300,1650,341
9489,捷星日本,NRT,20240125,1250,305,1655,342
12401,酷航,NRT,20240125,640,305,1045,343
12449,長榮航空,NRT,20240125,1520,300,1920,344
11576,樂桃,NRT,20240125,935,305,1340,345
16550,STARLUX Airlines,NRT,20240125,830,300,1230,346
16187,長榮航空,NRT,20240125,850,305,1255,347
16188,長榮航空,NRT,20240125,755,305,1200,348
12910,樂桃,NRT,20240125,225,305,630,349
17155,中華航空,NRT,20240125,1235,300,1635,350
17017,長榮航空,NRT,20240125,850,305,1255,351
17017,長榮航空,NRT,20240125,755,305,1200,352
12910,樂桃,NRT,20240125,1655,305,2100,353
22168,STARLUX Airlines,NRT,20240125,1500,300,1900,354
22675,捷星日本,NRT,20240125,220,310,630,355
24039,中華航空,NRT,20240125,930,300,1330,356
30436,長榮航空,NRT,20240125,850,305,1255,357
30436,長榮航空,NRT,20240125,755,305,1200,358
41177,日本航空,NRT,20240125,1035,300,1435,359
42020,日本航空,NRT,20240125,1035,300,1435,360
44918,中華航空,NRT,20240125,1235,300,1635,361
44918,中華航空,NRT,20240125,1440,305,1845,362
9189,酷航,NRT,20240126,640,305,1045,363
9489,捷星日本,NRT,20240126,1250,305,1655,364
11957,酷航,NRT,20240126,640,305,1045,365
9489,捷星日本,NRT,20240126,220,310,630,366
12910,樂桃,NRT,20240126,935,305,1340,367
14810,日本航空,NRT,20240126,1540,300,1940,368
12910,樂桃,NRT,20240126,225,305,630,369
11866,泰國獅子航空,NRT,20240126,1520,305,1925,370
14199,台灣虎航,NRT,20240126,635,300,1035,371
16981,STARLUX Airlines,NRT,20240126,1500,300,1900,372
16191,長榮航空,NRT,20240126,1520,300,1920,373
19126,中華航空,NRT,20240126,1235,300,1635,374
11710,樂桃,NRT,20240126,1655,305,2100,375
22128,中華航空,NRT,20240126,930,300,1330,376
17017,長榮航空,NRT,20240126,1520,300,1920,377
22958,STARLUX Airlines,NRT,20240126,1015,300,1415,378
20441,國泰航空,NRT,20240126,1250,300,1650,379
22958,STARLUX Airlines,NRT,20240126,830,300,1230,380
21159,中華航空,NRT,20240126,1235,300,1635,381
22376,長榮航空,NRT,20240126,850,305,1255,382
22401,長榮航空,NRT,20240126,755,305,1200,383
22128,中華航空,NRT,20240126,1440,305,1845,384
23913,中華航空,NRT,20240126,1625,300,2025,385
23563,長榮航空,NRT,20240126,850,305,1255,386
23563,長榮航空,NRT,20240126,755,305,1200,387
24882,中華航空,NRT,20240126,930,300,1330,388
25282,中華航空,NRT,20240126,1625,300,2025,389
24882,中華航空,NRT,20240126,1440,305,1845,390
31017,日本航空,NRT,20240126,1035,300,1435,391
30513,長榮航空,NRT,20240126,850,305,1255,392
30737,長榮航空,NRT,20240126,755,305,1200,393
42015,日本航空,NRT,20240126,1035,300,1435,394
9575,捷星日本,NRT,20240127,1250,305,1655,395
11710,樂桃,NRT,20240127,225,305,630,396
11710,樂桃,NRT,20240127,935,305,1340,397
11199,台灣虎航,NRT,20240127,1330,300,1730,398
14199,台灣虎航,NRT,20240127,635,300,1035,399
10374,泰國獅子航空,NRT,20240127,1520,305,1925,400
10610,樂桃,NRT,20240127,1655,305,2100,401
22905,STARLUX Airlines,NRT,20240127,830,300,1230,402
22905,STARLUX Airlines,NRT,20240127,1015,300,1415,403
20629,酷航,NRT,20240127,640,305,1045,404
25709,長榮航空,NRT,20240127,755,305,1200,405
28547,中華航空,NRT,20240127,930,300,1330,406
28547,中華航空,NRT,20240127,1235,300,1635,407
25241,國泰航空,NRT,20240127,1250,300,1650,408
22675,捷星日本,NRT,20240127,220,310,630,409
26682,STARLUX Airlines,NRT,20240127,1500,300,1900,410
29762,長榮航空,NRT,20240127,1520,300,1920,411
29772,中華航空,NRT,20240127,1440,305,1845,412
33801,中華航空,NRT,20240127,1235,300,1635,413
33801,中華航空,NRT,20240127,930,300,1330,414
29916,長榮航空,NRT,20240127,850,325,1315,415
35601,日本航空,NRT,20240127,1540,300,1940,416
43083,日本航空,NRT,20240127,1035,300,1435,417
42121,長榮航空,NRT,20240127,850,305,1255,418
42437,長榮航空,NRT,20240127,755,305,1200,419
8574,酷航,NRT,20240128,640,305,1045,420
7146,泰國獅子航空,NRT,20240128,1515,310,1925,421
10301,國泰航空,NRT,20240128,1250,300,1650,422
9158,捷星日本,NRT,20240128,1250,305,1655,423
9510,樂桃,NRT,20240128,225,305,630,424
11078,中華航空,NRT,20240128,1440,305,1845,425
12486,STARLUX Airlines,NRT,20240128,830,300,1230,426
10419,捷星日本,NRT,20240128,220,310,630,427
11953,中華航空,NRT,20240128,1440,305,1845,428
13402,酷航,NRT,20240128,640,305,1045,429
11418,台灣虎航,NRT,20240128,635,300,1035,430
16156,STARLUX Airlines,NRT,20240128,1015,300,1415,431
9757,樂桃,NRT,20240128,1655,305,2100,432
12910,樂桃,NRT,20240128,935,305,1340,433
16156,STARLUX Airlines,NRT,20240128,1500,300,1900,434
